	log2fc	bh_corrected
HAT2	0.126092601	0.499775068
NIP7	0.095250897	0.499764454
RSE1	0.08689564	0.499811982
YPR071W	0.070614883	0.500074918
PEP8	0.207481846	0.500818857
GYL1	0.082430654	0.502451998
KIP3	-0.12436233	0.502334176
TAF12	0.101027071	0.502332709
TAO3	0.033789772	0.503011346
ARV1	0.146926102	0.503019697
ICT1	0.067381781	0.50286593
HIS1	-0.067536658	0.502876823
YIH1	0.188032027	0.50460882
CNL1	0.199482516	0.505046764
GCN5	0.101563758	0.505608106
ORC6	0.100059351	0.505526399
YMR310C	-0.132979764	0.505858491
MET8	0.110500407	0.505804844
ISY1	0.101836235	0.506146481
ATP23	-0.614130983	0.506358743
TIM23	-0.16777055	0.506657196
EDE1	0.092030855	0.50659788
UBX3	0.107422141	0.506533092
PER1	0.124012921	0.506648985
RLM1	0.092262271	0.506517069
SCY1	0.062189162	0.506908362
RPL14A	-0.60487077	0.508227959
NVJ1	-0.071353316	0.508100849
PEX6	0.069993467	0.508069749
HPT1	0.302151151	0.508055992
SAE2	0.110185993	0.508372828
BCK2	-0.282427998	0.508245937
RIM21	-0.1353395	0.508309893
ROM2	0.075640014	0.50867834
RRD1	-0.160064548	0.508523991
VPS51	0.118274675	0.509302826
ECM1	0.099573394	0.509522172
PZF1	0.065829097	0.512497358
RPL9B	0.106423956	0.512468848
YMR074C	-0.169950488	0.512652239
YBL028C	-0.157485793	0.512596421
TGL5	-0.058241774	0.512857633
MCM6	0.090613568	0.512779124
ENP1	0.039797033	0.512893492
RAD2	0.072959022	0.513488814
PEX8	0.092965298	0.514146984
HEK2	-0.099029608	0.515535915
SIP2	-0.055620276	0.515383761
TOM5	-0.199382696	0.515730155
TOP3	0.102028417	0.515576931
UBX4	0.089878866	0.515556536
RPS21B	-0.151409146	0.516152507
YKR017C	-0.122864733	0.516095799
SNU56	0.11965229	0.516517546
KIN1	0.057068371	0.517093448
TLG2	0.108191974	0.517446445
YMR124W	-0.137558252	0.518195871
BUD4	-0.095901123	0.518126805
DTD1	0.176555584	0.518078248
DCP1	0.061833262	0.519075358
PAN5	-0.238785131	0.519543462
MNN9	0.14362462	0.519915508
YBR259W	0.128210518	0.521376853
ELG1	0.06158406	0.521219997
SLH1	0.041161662	0.521639544
RIC1	0.061824579	0.523181102
RRP17	-0.066821447	0.523190893
YNL108C	0.108715664	0.523509883
APP1	-0.07704256	0.523411674
LOT6	0.120804309	0.5247555
FMP32	0.101243478	0.524821429
UME1	0.079882169	0.524836434
SKT5	-0.07500649	0.52573488
SIM1	0.695228843	0.526413094
NBP35	-0.419466761	0.526667597
KTR3	0.065404961	0.526801158
RAD6	0.124776184	0.526721494
MYO2	0.063648968	0.526612562
SEC15	0.097427822	0.52647594
PTH2	0.035286603	0.526393721
FUN12	-0.030963734	0.526678798
TIP41	0.118784023	0.526996099
CAF4	0.051058144	0.52719507
RPS7B	-0.252673371	0.527878832
RFC3	-0.079921305	0.527949175
SEC28	-0.098755247	0.527820909
RSA3	0.054850382	0.528554585
MVB12	-0.150624897	0.528731059
YMR252C	0.254606419	0.528866598
BBP1	0.133734223	0.52871909
ASN1	-0.149750016	0.528774259
MTF1	-0.195511934	0.528792295
RPL1B	-0.358155848	0.529137118
PUP1	0.123099948	0.529349623
MDM12	0.105635392	0.529834197
CDC19	0.269683831	0.529761647
URA5	-0.111423663	0.529891
TAE1	0.091893239	0.530861974
RPS5	-0.322312846	0.531327834
PPS1	0.331241162	0.531460489
SKO1	-0.075734609	0.531992879
CHC1	0.064999124	0.531899268
CSM3	-0.136924049	0.531887936
RNH202	-0.076938948	0.532262663
SNF6	-0.048700336	0.532180426
SPF1	0.088464028	0.532198134
NSE5	0.081755651	0.532345428
GSH2	-0.102494243	0.532945318
CPR7	0.114394918	0.533748236
SLX4	0.063882847	0.533643874
TED1	0.09548246	0.534047477
YKL033W-A	0.184188147	0.534199136
NAF1	0.125467784	0.534522448
SSL2	0.071615997	0.535006145
VPS29	0.139806887	0.535987915
RIB4	-0.229008446	0.535938883
RIM101	-0.175516516	0.536166912
USO1	-0.049969277	0.53684084
YEF1	0.1961618	0.536961591
SRB4	0.106336987	0.537242635
YCH1	0.125986376	0.537657255
RHO3	-0.099222896	0.537798691
TAT2	0.121721327	0.538683347
PRY2	1.117544949	0.538767947
PAT1	0.086669236	0.538991272
YLR446W	0.150093139	0.539118564
SGT2	-0.123446417	0.539141659
YLR363W-A	-0.113101745	0.539297111
MTR3	-0.023525863	0.539315352
OSW5	0.151163885	0.539186055
LPX1	-0.137217229	0.539144474
SEC16	-0.070412766	0.539302531
TAE2	0.086367747	0.540190072
GIS1	0.08900933	0.540373237
LAS17	0.092851582	0.540503139
YMR244C-A	-0.155451984	0.541135631
IML1	0.050955315	0.541674293
GCR2	0.092318143	0.542101861
RFA3	-0.292812152	0.542840451
YOR223W	0.09792057	0.542694162
YDR333C	0.065071954	0.542574858
SNF5	0.092724514	0.542864482
HAM1	-0.123246266	0.543252689
HIP1	-0.179285208	0.543426497
BUD13	0.090800798	0.543755459
SNF12	0.135769939	0.544076697
RHO1	-0.126625196	0.545165556
STE14	0.264485337	0.545105029
ERG8	0.097058343	0.545121464
UIP3	-0.114469649	0.545294415
ECM32	0.032743223	0.545496874
RBG2	-0.030303988	0.545567307
UTP14	-0.129797652	0.545495783
RHB1	0.118569812	0.547734283
MGE1	0.147901815	0.549501851
TFA1	0.120438813	0.549648988
TCO89	0.095947114	0.551087633
TNA1	-0.183404573	0.551244524
RFM1	0.094302764	0.551234963
SGM1	0.09244209	0.55143706
CEF1	0.121726926	0.552296092
NOP16	-0.160743683	0.552818099
NAP1	-0.106286813	0.552820292
RPS7A	-0.718522719	0.55393798
VPS20	0.109183754	0.554573745
REI1	-0.088821767	0.554721237
AIM3	0.087897216	0.554801446
HSM3	0.045549878	0.554984558
GPI12	0.232402729	0.554886435
RMR1	0.22089706	0.555071935
ARG81	0.151701911	0.554962264
BNA7	0.081179467	0.554820791
ARB1	-0.05741838	0.55493717
HTL1	-0.145137735	0.555046362
BUB3	0.089722302	0.555202625
TAF8	0.084294242	0.555525024
URB2	0.118926867	0.556018732
DNF1	-0.055930712	0.556159631
LDB7	0.120632859	0.556301384
MOB1	0.123014484	0.556332879
RPS29B	-0.625655286	0.556536833
ESF2	-0.073703945	0.556944454
CFD1	0.09800256	0.557722245
YGL185C	0.210494482	0.559011246
NET1	0.081037125	0.559063141
MPP6	-0.124307269	0.559041621
ZRG17	0.071366858	0.559671179
RPT2	-0.073403229	0.559662883
HFM1	0.103132737	0.559501304
RPS0B	-0.240714687	0.561139987
SCP1	0.090194362	0.561295445
YPI1	0.091685114	0.561734135
CMK1	0.071152963	0.562362482
TVP38	0.114331909	0.563108116
YPL108W	0.148422313	0.56352025
DIP2	-0.049186079	0.563703124
PFA5	0.248545705	0.563783211
COG5	0.054773212	0.564568011
NAS2	0.103230301	0.564464924
TFC7	0.05327357	0.564466553
RPL15A	-0.5777172	0.564455726
TRX3	-0.166085164	0.564491529
NAS6	0.10290497	0.565150362
RIO2	-0.151280694	0.565100408
ARA1	0.132881714	0.564954781
SOF1	-0.074775336	0.565984751
RPS20	-0.539397778	0.565894838
MSB2	0.115244314	0.565739612
YJL147C	-0.237779109	0.565707088
CBC2	-0.085053967	0.566182646
NSG1	-0.083973096	0.566755202
DBP6	-0.130414965	0.567187884
CGR1	-0.169985874	0.568526968
YPL066W	0.082152296	0.568616812
SSC1	-0.149589031	0.568668615
VMA5	0.087134615	0.568530615
YLR361C-A	0.101869303	0.569361919
AVT3	-0.107180874	0.569465281
LCB1	0.153498825	0.569350071
ATP22	0.060972635	0.569459547
SRB7	-0.416594649	0.569368969
SUI1	-0.171716171	0.569231337
BNI5	0.063267324	0.56913923
COA4	-0.115078234	0.569035087
YPT31	0.06215513	0.569773747
DMA1	-0.064458248	0.569989875
IBD2	0.238926132	0.570306695
YMR118C	0.277401592	0.570732154
MDY2	0.112264024	0.571012392
RBD2	-0.086403002	0.571885922
PIG2	0.201199322	0.571845686
HPA2	-0.120847788	0.572614165
CBP4	-0.130793105	0.57276075
ZPR1	-0.100439731	0.574474701
TOS4	-0.12020516	0.574939969
URN1	0.162312154	0.575092891
SOD1	0.15880025	0.575072177
LYS1	0.119404054	0.575353644
SAP155	-0.052087114	0.575459032
BMH1	-0.107785064	0.575938283
SAP1	-0.071997436	0.576017499
XRN1	0.075293941	0.575967059
DSE3	0.094255929	0.575931337
EMP47	0.094164517	0.576207093
UBC13	0.15049505	0.576288909
ART5	0.109403976	0.576277978
VPS66	0.076700091	0.577919004
YGL101W	-0.17298411	0.578037201
NNK1	0.053775092	0.578051723
YPR169W-A	0.192993307	0.578634209
LST4	0.059513396	0.579146521
DCC1	-0.155576669	0.579757671
PAP2	0.101008707	0.580655359
YGR093W	0.055137863	0.581237979
PTC2	0.05345516	0.581236296
MOT2	0.114305422	0.581082856
SUR2	0.163303209	0.581183749
SEM1	0.142179532	0.581324661
TIF35	-0.090171376	0.582672446
RPD3	0.093225142	0.583550661
UBC12	-0.051136273	0.583571744
HCH1	0.12610154	0.584984556
FLC1	-0.056348925	0.586368026
SKN1	-0.108373253	0.586222153
CMP2	0.048463545	0.586144678
NOT3	-0.041045124	0.58629102
BCH1	0.084749822	0.586826459
NPA3	-0.063206629	0.586960675
TOM40	-0.087478368	0.586875654
NOP58	-0.165478577	0.587985854
LTE1	0.096795039	0.588076889
CHS7	-0.486053611	0.587927891
EMP24	-0.146658151	0.587843711
PET117	-0.054169263	0.58796776
RTG2	0.068172758	0.587928382
ADE8	0.100301091	0.587980154
YIP1	0.06310438	0.587875942
LCB3	0.263106024	0.588448577
KIP2	-0.100289673	0.588468743
IOC3	0.076873106	0.589309203
YKU70	0.127186581	0.589674841
SNF2	0.064962565	0.589546392
DSS4	0.16892121	0.589780661
TSL1	-0.061120376	0.589734701
RPB2	0.048517812	0.590043814
POP7	-0.099507221	0.589948808
RNH203	-0.111915168	0.590901845
GIR2	-0.037960215	0.591566259
RPL26A	-0.739178819	0.5917085
RPO26	0.257498512	0.591881214
YHR214C-B	0.090271508	0.59220816
OM14	-0.506031381	0.592588716
PBN1	0.095261833	0.592458844
PTA1	0.048528753	0.593080806
RKM1	-0.063434543	0.593602903
STB3	-0.082276734	0.594391818
YER130C	-0.427144761	0.595343687
TOS2	0.151581762	0.595604968
STM1	-0.299741829	0.595541377
PDE2	0.041256013	0.59589965
ASR1	-0.125382887	0.595959233
ORC5	-0.072610275	0.596517117
AFI1	0.068424796	0.596762713
MNN4	-0.083094461	0.597163392
MPM1	0.065711771	0.597426358
PWP1	0.089130076	0.597890057
LEO1	0.077149606	0.598363036
IRE1	0.171539794	0.599045137
PPG1	-0.155253107	0.598927577
YGR117C	-0.061755515	0.599049809
CHS6	0.176693278	0.599066909
TMA22	0.189730332	0.59968104
NUP57	0.08870656	0.600235665
YKL091C	0.059499839	0.601635055
AAT2	0.070785151	0.601586943
NCL1	-0.036346971	0.602048513
SEC27	-0.054551433	0.602883956
MIG1	0.314017006	0.602992446
FOL2	0.03406353	0.603344144
CDC43	0.346080659	0.603876426
CYC8	0.032711196	0.60396548
GLO4	0.158349092	0.604908563
RPN11	-0.094052439	0.605374525
SCO2	0.123770095	0.605545921
STF1	0.278918868	0.606439148
BUD27	0.071914111	0.606413749
MCD1	-0.060544026	0.607282739
SMC1	0.046683287	0.607773594
ALE1	0.09734825	0.608369271
RRM3	-0.054768068	0.608853919
NBP2	0.093559833	0.608811389
CAP1	-0.072869062	0.609205612
UBC5	-0.49249804	0.609851282
ARG4	0.106370119	0.609997972
LYS20	0.146987376	0.611733945
CSE2	-0.192752407	0.61172754
MCM3	-0.052320747	0.611652788
PBA1	-0.165590276	0.611706043
APE4	0.108291424	0.611975979
MBB1	0.185730181	0.612278262
SKG6	0.1003414	0.612323248
DAS1	0.03590732	0.612399841
PEP1	0.125926295	0.61233869
RRI2	0.097929393	0.612462296
TFC6	0.433920049	0.612476887
TPS2	0.084587156	0.612786757
MSB3	0.069788144	0.612656784
YMR130W	-0.080828412	0.612656828
YNL295W	-0.24155355	0.612525438
POL2	-0.034993671	0.612689431
RTS1	-0.079939317	0.612695073
NCR1	0.158520092	0.612744429
YPR148C	0.050193103	0.615172159
DUS3	-0.079408839	0.615045941
ADD66	-0.049911428	0.615427477
YJL070C	0.045549319	0.615731577
FTH1	0.136246544	0.616473984
YSP2	0.079796885	0.616421023
AYR1	0.148331996	0.61659224
MSN1	0.089890018	0.617844401
UBX5	0.083444054	0.61887538
LPP1	-0.440891981	0.619144863
GAR1	-0.33095163	0.619361798
MNN2	0.089913512	0.621051182
MLF3	0.139461858	0.620988649
FCF1	-0.418077747	0.62097284
MIH1	-0.035188805	0.621287627
YCK2	0.072021189	0.621355701
CDC40	-0.084403637	0.621394386
MAM3	-0.098743321	0.621734252
VRP1	0.062240001	0.621827092
GLE1	0.096385244	0.621859923
CAN1	-0.02310619	0.62279961
BNR1	-0.053438369	0.622676595
CDC10	-0.04691437	0.622580364
PSR2	-0.080532458	0.622608215
AUR1	0.142998721	0.623581886
ERG25	0.454299378	0.624016185
HXK2	-0.121312316	0.624445131
TPD3	0.060555674	0.62487767
IQG1	-0.197436672	0.624735114
ADI1	0.162223688	0.624706207
MDM31	-0.510388305	0.624610551
EMC4	0.08393416	0.624449542
VPS53	0.047562084	0.624362108
SPT6	-0.05074725	0.624254933
VMA10	0.08068548	0.624829562
CTR1	-0.23173683	0.62466982
RPS26A	-1.234564457	0.625690307
ERV14	0.086565746	0.626719163
HAP5	-0.060968014	0.626866842
CDC33	-0.120850229	0.626700069
IVY1	0.111623153	0.626622942
SHE3	0.048321034	0.626730137
TRK1	-0.173852636	0.626763034
CDC27	0.089002828	0.626754827
GPM3	-0.063845023	0.626732845
ISC1	0.237625691	0.626612339
CUS1	0.080973685	0.627558218
STE11	0.036412458	0.628761804
RTC3	0.101791852	0.629308795
HOS2	0.126096731	0.629625728
GCD2	0.037574601	0.629904886
POC4	0.070352335	0.630145818
ATG21	0.132242042	0.630468438
NUP2	-0.034795257	0.630453116
CIS3	-0.193815804	0.630286739
YER152C	0.13047385	0.630889447
CLC1	0.044351802	0.631122384
DPH5	0.077767319	0.631492902
ATP11	-0.052533704	0.631344913
YIL161W	0.086794915	0.632809165
PGS1	0.053189774	0.632710923
ZIM17	-0.173992515	0.632572338
UME6	0.059880258	0.63368117
MSI1	0.070061551	0.634180604
SSE1	0.055448039	0.634216551
ARG80	0.092355497	0.634960699
SDS3	0.103658083	0.634967499
UBP3	0.051950437	0.63484515
NOP9	0.047595402	0.63498141
SED1	-0.251798287	0.635173129
RRP6	0.057994966	0.635164758
VMA7	-0.066385672	0.634993345
ATG18	0.061418123	0.635639356
MED11	-0.087485712	0.635655562
CDC4	0.088934663	0.636065204
SPC19	-0.170588032	0.636379911
UFD1	0.055337753	0.636272927
PDR8	-0.085216338	0.636490271
RDS1	0.476471428	0.636890188
YNL058C	-0.082091632	0.636783358
RRN3	0.088583453	0.636738666
TAF1	0.063072448	0.636707898
CRH1	-0.119837378	0.637787458
YKR078W	0.057396822	0.637620021
SSK22	0.073628017	0.637990056
MIF2	0.176225734	0.638089379
GTT2	0.662192571	0.639366979
RBL2	-0.11230366	0.639511091
SLY41	0.18102488	0.639599663
MHP1	-0.025439034	0.640027819
PRE7	-0.122322078	0.640741932
GYP5	0.057133282	0.640618147
HTB2	-0.302350605	0.640952499
GET4	0.089598167	0.641653428
RRP9	0.053302528	0.641792208
ETR1	0.055002392	0.641734599
PRE1	0.071926906	0.6426104
UTP21	-0.037302733	0.642535816
NAM8	-0.064432965	0.643140511
VTC4	-0.049894069	0.644169793
PKR1	0.239289555	0.644245505
TPI1	0.238320203	0.644654613
DAD3	-0.384585988	0.645636746
SNA3	0.108046454	0.647243565
MAF1	-0.068127016	0.647278646
CHS5	-0.04547132	0.647394239
NUD1	-0.074508672	0.647559845
SHR5	0.103781819	0.648093479
THI80	0.025974627	0.648001546
MSD1	-0.105653737	0.648122486
JEM1	-0.083611818	0.649115413
HSK3	-0.234613204	0.649710377
NUP188	0.039437821	0.649597942
SNF7	0.119276229	0.649687358
ARP1	0.098447287	0.650183442
FPR1	0.220178127	0.650166232
SHB17	-0.043865507	0.651285721
TMN2	-0.075017787	0.651360974
PRS1	-0.071111668	0.651573945
CYS3	-0.069032363	0.65289117
OPY2	0.161942605	0.653122341
IFA38	0.080428258	0.652979967
LSM5	0.121304326	0.65286405
ASH1	-0.071179325	0.653680448
PEX31	-0.103747645	0.65358222
MLC2	-0.151227115	0.653452518
TEX1	0.204784418	0.653332798
PUT1	0.098854161	0.653575257
SCD6	0.068155588	0.654128207
PAM16	-0.053049679	0.654617263
NTR2	0.072305633	0.657208662
SSU72	0.081494566	0.657111016
GPM1	0.195014481	0.658557923
PIB2	-0.08771448	0.658408665
REP2	0.13089213	0.658824896
RPA43	-0.141789229	0.65947913
INO80	0.07185245	0.66011909
PRE2	-0.096199715	0.660072344
GAB1	0.095236508	0.660174322
CUE5	0.07271175	0.660080547
RRP8	0.079305754	0.660318785
BER1	0.256314248	0.661491094
IRC25	-0.151559834	0.662604069
BRN1	0.049888681	0.662555676
RAD18	0.087871697	0.662378228
THP3	0.111295121	0.662892767
SSO2	0.081898972	0.663135424
ATG29	0.032809052	0.663110134
SFB3	-0.117184577	0.663509264
YKL050C	-0.096283963	0.66376665
VOA1	-0.185734131	0.663999895
YPL260W	-0.045820932	0.663938888
KTR5	0.179899662	0.665191604
AVT4	-0.076566322	0.665691632
ERD2	0.12884719	0.665562445
DFG5	0.137050985	0.665467063
YDL085C-A	0.085133165	0.666456679
HAA1	-0.107628132	0.66698792
OST6	-0.071144239	0.667094918
ATG15	0.358004795	0.668534111
BET3	0.058824427	0.66846487
SPC72	-0.106396248	0.668604011
SRP54	0.037343569	0.668478742
DOA4	0.048527768	0.668852434
CYM1	0.040282913	0.670536451
RPP2A	-0.34592578	0.670923844
RRG9	-0.178756196	0.67091189
RRP4	-0.01897097	0.67092969
LOS1	0.048362083	0.671023572
TRX1	-0.282133373	0.672075243
APL4	0.037298064	0.672158113
RHO2	0.131330435	0.673625856
YHR122W	-0.206255173	0.67369921
SAM50	-0.022248858	0.674491655
NCE102	0.106755121	0.674635335
DSD1	0.067774229	0.675927613
FUI1	0.110146479	0.676633549
EFB1	-0.120282992	0.676854156
YAP1802	0.083078108	0.677254118
HRB1	0.086278159	0.677164475
CCH1	0.069233742	0.678347277
YDR056C	-0.162863567	0.68000056
VAC14	0.062087841	0.681790923
RPS27B	-0.513143003	0.682396956
POP6	-0.059388331	0.685286852
PMT4	0.023547493	0.685202428
IST3	0.048230939	0.685600009
YCG1	0.08700894	0.685608359
VMA3	0.734312381	0.685716832
YSY6	0.124142918	0.686021429
RPS31	-0.285861521	0.686640879
VPS60	0.048001952	0.687610869
STB1	0.066397274	0.687754522
ADE12	-0.019841527	0.687602304
YLR118C	-0.059241712	0.687601705
RPL17A	-0.988515123	0.687506082
ESBP6	0.085588151	0.688004968
NUT2	-0.15238409	0.688370486
GSY2	0.0358611	0.688297658
YPT6	-0.016626199	0.688162514
MRE11	0.069496641	0.688554251
ALO1	-0.075176504	0.688729179
ABZ1	0.183979672	0.689072441
EDC2	-0.184118665	0.689067072
DOA1	-0.056117377	0.689407587
PHO86	0.055247409	0.689736384
ERJ5	0.094799567	0.689670742
PHO13	-0.042702001	0.690030625
DNA2	0.051072426	0.690063196
SPO71	-0.102784774	0.691395613
ARO2	-0.102262125	0.691721738
NOP1	-0.088999269	0.692355076
LRE1	0.025697448	0.692396684
VPS71	0.061600011	0.692423036
HOM3	0.05430068	0.692265965
PAN1	-0.037048831	0.692242034
DEG1	0.079380324	0.693582786
OSH2	0.050674845	0.693662505
MET7	0.054149065	0.693711325
YKL018C-A	0.089857003	0.693601323
MKK2	0.071166009	0.693566347
APT1	-0.047383722	0.694738092
TEM1	-0.176486547	0.694853868
AIM6	-0.061302764	0.695237648
MDH3	0.032663843	0.695094709
RFC4	0.044228127	0.695443301
NUS1	0.077934349	0.695409839
ARO3	0.040844678	0.695554314
NOC4	0.031834623	0.696538317
LIP1	0.249323205	0.696390302
NTO1	0.147568614	0.698189653
TPN1	0.059471098	0.700135305
MSH3	-0.064024479	0.700181999
TMS1	-0.067075813	0.700349787
CRN1	-0.057837122	0.70049685
GLR1	-0.059537236	0.700629437
CKB2	0.055235194	0.700755272
TSC10	-0.147379134	0.700743094
EXO84	0.086230585	0.701449277
MNN10	0.052660559	0.701646143
PBY1	0.052157359	0.703966694
HUL5	0.130602006	0.704291003
YME2	0.038101828	0.70490757
YMR253C	-0.089953836	0.705194405
PUS7	0.054358586	0.706008979
PLP1	0.371830993	0.707473001
YAK1	-0.039938817	0.709936035
HCA4	-0.051964734	0.710334615
PSD2	-0.065210255	0.710522772
GDT1	0.097781543	0.712052417
ABP1	-0.049821193	0.712646529
CPR5	0.048269547	0.713055699
ADO1	-0.047319401	0.71297649
YIP4	-0.226337473	0.713309478
TSR2	0.077432924	0.713149686
AIM41	-0.066823473	0.713338119
APL1	-0.03682781	0.713188323
YER010C	0.125199392	0.713826335
RSN1	0.043500653	0.714036972
NOP56	-0.050983172	0.713860234
XBP1	-0.067060297	0.714127762
RGI1	-0.120461198	0.714144221
PMT1	0.063514607	0.714092886
PCS60	-0.02056655	0.714051542
GZF3	-0.103623889	0.713871877
NUP49	-0.126711694	0.715769987
MSG5	-0.051415917	0.716008489
BRL1	-0.057408263	0.71602209
VAC7	0.041939833	0.715984362
CNM67	-0.048436491	0.716040949
CDC123	-0.158764986	0.715907235
SEC26	-0.037490216	0.715891508
UBR2	0.031213933	0.717419336
BUD5	0.060793706	0.717248137
ISW1	0.032589943	0.717423941
PRE9	-0.08015605	0.717912477
LCB2	0.10593185	0.718087828
RAD51	0.137815114	0.717918362
AHA1	0.094652733	0.719439496
NOC2	0.038512625	0.719880333
RPO31	-0.026310879	0.720132447
PRP19	0.048472185	0.720574255
HBN1	-0.094329885	0.721310535
HSL7	0.088160119	0.72133874
YOS9	0.033868886	0.72278891
PIG1	0.069082773	0.722787991
TFA2	0.049880644	0.722773063
YJU2	-0.05659829	0.723116117
MTD1	0.061234645	0.723258703
DIB1	-0.17859426	0.72431051
MRP10	-0.403583451	0.725780696
PRP11	0.097363064	0.726163141
YCR016W	0.054725888	0.726418227
DPH1	-0.055470221	0.726967576
PLB3	-0.075175055	0.727197279
RDR1	0.041789046	0.727488793
LDH1	0.137954039	0.731409925
PDA1	0.103347549	0.732645198
CCL1	-0.06613505	0.732832715
KEL3	-0.049033102	0.732701545
KAP95	-0.036774898	0.732665558
NRG1	0.070719391	0.732695305
CIK1	0.081452501	0.732682468
YML119W	0.05988547	0.733046228
TPA1	-0.070145466	0.732988971
BIR1	0.048943809	0.733022372
MAC1	-0.073522955	0.733265777
NPL3	-0.212521122	0.733195778
PMT3	0.078223503	0.733521777
YJR008W	0.165732291	0.733336588
AAH1	-0.094051119	0.735220219
SPB1	0.042800134	0.735169785
PCL8	0.055424702	0.735399763
RRP42	-0.048323986	0.735222877
TAN1	0.057082018	0.735056233
UBC6	-0.033252388	0.735000896
ELP6	0.05053766	0.735346306
EKI1	0.047334392	0.735524834
NMD4	-0.085608338	0.735782953
RIO1	0.070516669	0.736265562
RPR2	0.070788473	0.736644845
GPI1	0.105185954	0.737281829
KIP1	0.059871857	0.737481357
RPB10	-0.130693152	0.737559742
YEL007W	-0.165745179	0.737393641
VMA4	-0.144579098	0.737995845
XPT1	-0.164006241	0.738120851
SEC61	0.060694174	0.738234342
YDL073W	0.040168398	0.738523312
ILS1	0.036065412	0.739137679
UFD2	0.04972531	0.739419788
YNG1	0.089088709	0.740657352
RPL31B	-0.049509447	0.740479165
CAB4	0.084969699	0.740692585
ROK1	-0.034617143	0.741460052
TAF4	0.038907168	0.741881098
RIB1	-0.050823906	0.742040514
YLR287C	0.066877243	0.742655992
GCS1	-0.039036488	0.742833253
RPN2	-0.017976614	0.742781407
GCD1	-0.033887518	0.742792168
SNG1	0.059687737	0.743105252
MRS2	0.175256102	0.743733672
SNO3	-0.211356778	0.74366683
YKE4	-0.085729282	0.743503405
YGR053C	-0.051556337	0.74342651
SAM35	0.026336584	0.745023316
SFA1	-0.109084525	0.745532973
RIM8	-0.034172756	0.745417143
ASE1	0.088165724	0.745356332
YDR266C	-0.1332584	0.745220955
PIR1	0.069527977	0.745172235
SUB1	-0.034256118	0.74554388
LSM2	0.038354028	0.746997247
VMA13	0.059724975	0.746868192
AAR2	0.062584148	0.747010362
YNL010W	-0.073028433	0.747340845
IST2	0.049861406	0.747311195
NIP100	-0.039026419	0.747281244
GAL11	0.045345768	0.747827867
ROX1	-0.057145191	0.747802344
MYO3	0.033861436	0.748447451
WAR1	0.083242331	0.748808077
PHA2	0.049614575	0.749456122
BUD23	-0.050025108	0.749273647
POL5	0.029385567	0.74966764
TSR1	-0.039781507	0.749724263
HYP2	-0.055933804	0.750387
IDH1	-0.075906103	0.75049609
SLX5	0.026431629	0.750594536
SAN1	-0.0288981	0.751797442
ZPS1	-0.187246736	0.754189243
HDA1	-0.132042212	0.753998064
EXO1	-0.270710186	0.754561119
AHC2	0.059489026	0.754496763
ACK1	0.08010027	0.75552699
DBF4	-0.066679016	0.755475715
YGR122W	0.077327488	0.756350733
PRE3	0.061473443	0.757155644
RPC40	0.0214967	0.75762576
APS3	-0.07103544	0.758069941
ATC1	0.090073424	0.758146986
THO1	0.066660966	0.758731305
UTP4	-0.046889597	0.759261996
RAD34	0.033388208	0.761020343
YPR022C	0.093862923	0.762182828
SLX9	-0.091413411	0.76294217
CTK3	0.045015134	0.762993131
AFR1	0.068919888	0.762832369
FYV6	-0.076739257	0.763091456
ZRT3	0.060345611	0.763428667
SEN1	-0.023152444	0.763638751
RPL4B	-0.049884843	0.76458993
FRQ1	0.051814246	0.765532308
HRT3	-0.041966914	0.766945195
KEI1	-0.045579642	0.766819844
KRR1	-0.026507545	0.766891529
BRO1	-0.032177043	0.766942217
SEC23	-0.052615918	0.766758028
DGR2	-0.021331432	0.76702249
JAC1	-0.033025351	0.766911052
MPS2	0.07897966	0.767344119
THR1	0.031849201	0.767448211
RAI1	0.031435668	0.76774608
KEX1	-0.035197788	0.770092769
RTF1	0.018733122	0.770159744
HDA3	0.051673669	0.770137449
NUP1	0.058910111	0.770179881
YNL260C	0.178616889	0.770582939
TPS3	0.050012245	0.771089765
IPI3	-0.045009456	0.771886868
RAD27	0.091523248	0.772260931
ARP2	-0.049939092	0.772614214
LTV1	0.040164212	0.773762857
NOP6	0.094619774	0.774581634
GCY1	0.041797022	0.774548632
NUG1	0.019816889	0.774896087
AVO1	-0.029475358	0.775214093
SRP68	0.051634959	0.775029436
RET3	-0.042592635	0.774899014
PAM17	-0.121908133	0.775289948
PHO81	-0.022995042	0.775634294
PLP2	-0.054668738	0.776206643
YND1	-0.031967137	0.776187606
RIM1	-0.061668515	0.776323633
KAR3	0.023040971	0.777205952
TSR3	-0.062033605	0.778350778
SUS1	-0.134743749	0.778923016
LIA1	-0.070988539	0.779545291
CTF18	0.043777018	0.779682895
YDL121C	-0.097853072	0.779832408
DCR2	0.048087165	0.779827204
TAD2	-0.073386392	0.779848737
YNG2	0.124214636	0.77986788
SNF3	-0.043200683	0.78006429
TFC1	0.037951067	0.780386112
YDL144C	0.067484951	0.781436269
YTA7	0.039045194	0.781790181
HAL5	0.030957371	0.782362194
SLG1	0.123793221	0.782280557
POA1	0.087725092	0.782649762
KIC1	0.034527882	0.782730308
YBL107C	-0.16690816	0.782820334
YGR067C	-0.082342237	0.784707533
ELP3	-0.03099104	0.784598448
OSH6	-0.013729785	0.78702742
SNF11	0.058792232	0.786988381
BRE5	0.077554313	0.787329686
